event_time,signup_cohort,user_id,stage,channel,platform,city,app_version,event_count,activation_event,vkyc_success_event,payment_success_event,days_since_launch
2026-02-06,2026-02-04,U100257,PAN Verified,Meta,Web,Hyderabad,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100257,FD Payment Success,Meta,Web,Hyderabad,3.8.1,1,0,0,1,3
2026-02-04,2026-02-04,U100258,Signup,PaisaBazaar,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100258,Phone Verified,PaisaBazaar,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100258,PAN Verified,PaisaBazaar,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100258,FD Payment Success,PaisaBazaar,Android,Bangalore,3.8.0,1,0,0,1,3
2026-02-07,2026-02-04,U100258,VKYC Success,PaisaBazaar,Android,Bangalore,3.8.0,1,0,1,0,3
2026-02-08,2026-02-04,U100258,Card Issued,PaisaBazaar,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-08,2026-02-04,U100258,Card Activated,PaisaBazaar,Android,Bangalore,3.8.0,1,1,0,0,3
2026-02-04,2026-02-04,U100259,Signup,Google,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100259,Phone Verified,Google,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100259,PAN Verified,Google,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100259,FD Payment Success,Google,Android,Delhi,3.8.1,1,0,0,1,3
2026-02-07,2026-02-04,U100259,VKYC Success,Google,Android,Delhi,3.8.1,1,0,1,0,3
2026-02-04,2026-02-04,U100260,Signup,PaisaBazaar,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100260,Phone Verified,PaisaBazaar,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100260,PAN Verified,PaisaBazaar,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100260,FD Payment Success,PaisaBazaar,Android,Delhi,3.8.0,1,0,0,1,3
2026-02-04,2026-02-04,U100261,Signup,PaisaBazaar,iOS,Mumbai,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100261,Phone Verified,PaisaBazaar,iOS,Mumbai,3.8.0,1,0,0,0,3
2026-02-04,2026-02-04,U100262,Signup,Meta,iOS,Bangalore,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100262,Phone Verified,Meta,iOS,Bangalore,3.7.9,1,0,0,0,3
2026-02-06,2026-02-04,U100262,PAN Verified,Meta,iOS,Bangalore,3.7.9,1,0,0,0,3
2026-02-07,2026-02-04,U100262,FD Payment Success,Meta,iOS,Bangalore,3.7.9,1,0,0,1,3
2026-02-07,2026-02-04,U100262,VKYC Success,Meta,iOS,Bangalore,3.7.9,1,0,1,0,3
2026-02-04,2026-02-04,U100263,Signup,CRED,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100263,Phone Verified,CRED,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100264,Signup,Organic,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100264,Phone Verified,Organic,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100264,PAN Verified,Organic,Android,Delhi,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100264,FD Payment Success,Organic,Android,Delhi,3.8.0,1,0,0,1,3
2026-02-07,2026-02-04,U100264,VKYC Success,Organic,Android,Delhi,3.8.0,1,0,1,0,3
2026-02-04,2026-02-04,U100265,Signup,PaisaBazaar,Android,Pune,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100265,Phone Verified,PaisaBazaar,Android,Pune,3.7.9,1,0,0,0,3
2026-02-04,2026-02-04,U100266,Signup,Organic,iOS,Hyderabad,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100266,Phone Verified,Organic,iOS,Hyderabad,3.7.9,1,0,0,0,3
2026-02-06,2026-02-04,U100266,PAN Verified,Organic,iOS,Hyderabad,3.7.9,1,0,0,0,3
2026-02-07,2026-02-04,U100266,FD Payment Success,Organic,iOS,Hyderabad,3.7.9,1,0,0,1,3
2026-02-07,2026-02-04,U100266,VKYC Success,Organic,iOS,Hyderabad,3.7.9,1,0,1,0,3
2026-02-07,2026-02-04,U100266,Card Issued,Organic,iOS,Hyderabad,3.7.9,1,0,0,0,3
2026-02-04,2026-02-04,U100267,Signup,Organic,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100267,Phone Verified,Organic,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100267,PAN Verified,Organic,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-04,2026-02-04,U100268,Signup,PaisaBazaar,Android,Pune,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100268,Phone Verified,PaisaBazaar,Android,Pune,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100268,PAN Verified,PaisaBazaar,Android,Pune,3.8.0,1,0,0,0,3
2026-02-04,2026-02-04,U100269,Signup,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100269,Phone Verified,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100269,PAN Verified,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100269,FD Payment Success,Organic,Android,Pune,3.8.1,1,0,0,1,3
2026-02-04,2026-02-04,U100270,Signup,Google,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100270,Phone Verified,Google,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100270,PAN Verified,Google,Android,Bangalore,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100270,FD Payment Success,Google,Android,Bangalore,3.8.0,1,0,0,1,3
2026-02-04,2026-02-04,U100271,Signup,Google,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100271,Phone Verified,Google,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100271,PAN Verified,Google,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-07,2026-02-04,U100271,FD Payment Success,Google,Android,Mumbai,3.8.0,1,0,0,1,3
2026-02-04,2026-02-04,U100272,Signup,Meta,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100272,Phone Verified,Meta,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100272,PAN Verified,Meta,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100273,Signup,Google,iOS,Hyderabad,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100273,Phone Verified,Google,iOS,Hyderabad,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100273,PAN Verified,Google,iOS,Hyderabad,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100274,Signup,CRED,Android,Mumbai,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100274,Phone Verified,CRED,Android,Mumbai,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100275,Signup,Meta,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100275,Phone Verified,Meta,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100276,Signup,Meta,Android,Hyderabad,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100276,Phone Verified,Meta,Android,Hyderabad,3.7.9,1,0,0,0,3
2026-02-04,2026-02-04,U100277,Signup,Google,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100277,Phone Verified,Google,Android,Bangalore,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100278,Signup,Meta,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-05,2026-02-04,U100278,Phone Verified,Meta,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-06,2026-02-04,U100278,PAN Verified,Meta,Android,Mumbai,3.8.0,1,0,0,0,3
2026-02-04,2026-02-04,U100279,Signup,CRED,Android,Pune,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100279,Phone Verified,CRED,Android,Pune,3.7.9,1,0,0,0,3
2026-02-06,2026-02-04,U100279,PAN Verified,CRED,Android,Pune,3.7.9,1,0,0,0,3
2026-02-07,2026-02-04,U100279,FD Payment Success,CRED,Android,Pune,3.7.9,1,0,0,1,3
2026-02-07,2026-02-04,U100279,VKYC Success,CRED,Android,Pune,3.7.9,1,0,1,0,3
2026-02-07,2026-02-04,U100279,Card Issued,CRED,Android,Pune,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100280,Signup,PaisaBazaar,Android,Hyderabad,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100280,Phone Verified,PaisaBazaar,Android,Hyderabad,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100280,PAN Verified,PaisaBazaar,Android,Hyderabad,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100281,Signup,Organic,Android,Bangalore,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100281,Phone Verified,Organic,Android,Bangalore,3.7.9,1,0,0,0,3
2026-02-04,2026-02-04,U100282,Signup,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100282,Phone Verified,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100282,PAN Verified,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100282,FD Payment Success,Organic,Android,Pune,3.8.1,1,0,0,1,3
2026-02-07,2026-02-04,U100282,VKYC Success,Organic,Android,Pune,3.8.1,1,0,1,0,3
2026-02-07,2026-02-04,U100282,Card Issued,Organic,Android,Pune,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100282,Card Activated,Organic,Android,Pune,3.8.1,1,1,0,0,3
2026-02-04,2026-02-04,U100283,Signup,Google,Android,Delhi,3.8.1,1,0,0,0,3
2026-02-04,2026-02-04,U100284,Signup,Google,iOS,Bangalore,3.8.1,1,0,0,0,3
2026-02-05,2026-02-04,U100284,Phone Verified,Google,iOS,Bangalore,3.8.1,1,0,0,0,3
2026-02-06,2026-02-04,U100284,PAN Verified,Google,iOS,Bangalore,3.8.1,1,0,0,0,3
2026-02-07,2026-02-04,U100284,FD Payment Success,Google,iOS,Bangalore,3.8.1,1,0,0,1,3
2026-02-04,2026-02-04,U100285,Signup,PaisaBazaar,Web,Mumbai,3.7.9,1,0,0,0,3
2026-02-05,2026-02-04,U100285,Phone Verified,PaisaBazaar,Web,Mumbai,3.7.9,1,0,0,0,3
2026-02-06,2026-02-04,U100285,PAN Verified,PaisaBazaar,Web,Mumbai,3.7.9,1,0,0,0,3
2026-02-05,2026-02-05,U100286,Signup,Meta,Android,Hyderabad,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100286,Phone Verified,Meta,Android,Hyderabad,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100286,PAN Verified,Meta,Android,Hyderabad,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100286,FD Payment Success,Meta,Android,Hyderabad,3.8.1,1,0,0,1,4
2026-02-05,2026-02-05,U100287,Signup,Meta,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100287,Phone Verified,Meta,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100287,PAN Verified,Meta,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-05,2026-02-05,U100288,Signup,PaisaBazaar,Android,Mumbai,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100288,Phone Verified,PaisaBazaar,Android,Mumbai,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100288,PAN Verified,PaisaBazaar,Android,Mumbai,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100288,FD Payment Success,PaisaBazaar,Android,Mumbai,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100288,VKYC Success,PaisaBazaar,Android,Mumbai,3.8.0,1,0,1,0,4
2026-02-05,2026-02-05,U100289,Signup,Google,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100289,Phone Verified,Google,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-07,2026-02-05,U100289,PAN Verified,Google,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100289,FD Payment Success,Google,Android,Bangalore,3.7.9,1,0,0,1,4
2026-02-08,2026-02-05,U100289,VKYC Success,Google,Android,Bangalore,3.7.9,1,0,1,0,4
2026-02-05,2026-02-05,U100290,Signup,Google,iOS,Hyderabad,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100290,Phone Verified,Google,iOS,Hyderabad,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100290,PAN Verified,Google,iOS,Hyderabad,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100290,FD Payment Success,Google,iOS,Hyderabad,3.8.1,1,0,0,1,4
2026-02-08,2026-02-05,U100290,VKYC Success,Google,iOS,Hyderabad,3.8.1,1,0,1,0,4
2026-02-08,2026-02-05,U100290,Card Issued,Google,iOS,Hyderabad,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100290,Card Activated,Google,iOS,Hyderabad,3.8.1,1,1,0,0,4
2026-02-05,2026-02-05,U100291,Signup,CRED,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100291,Phone Verified,CRED,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100291,PAN Verified,CRED,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100291,FD Payment Success,CRED,Web,Bangalore,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100291,VKYC Success,CRED,Web,Bangalore,3.8.0,1,0,1,0,4
2026-02-05,2026-02-05,U100292,Signup,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100292,Phone Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100292,PAN Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100293,Signup,Meta,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100293,Phone Verified,Meta,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-05,2026-02-05,U100294,Signup,Meta,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100294,Phone Verified,Meta,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100294,PAN Verified,Meta,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100295,Signup,Google,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100295,Phone Verified,Google,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-07,2026-02-05,U100295,PAN Verified,Google,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100295,FD Payment Success,Google,iOS,Hyderabad,3.7.9,1,0,0,1,4
2026-02-08,2026-02-05,U100295,VKYC Success,Google,iOS,Hyderabad,3.7.9,1,0,1,0,4
2026-02-08,2026-02-05,U100295,Card Issued,Google,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100296,Signup,Meta,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100296,Phone Verified,Meta,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-07,2026-02-05,U100296,PAN Verified,Meta,iOS,Hyderabad,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100297,Signup,CRED,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100297,Phone Verified,CRED,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100298,Signup,CRED,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100298,Phone Verified,CRED,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100298,PAN Verified,CRED,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100299,Signup,Meta,Android,Mumbai,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100300,Signup,Organic,Android,Pune,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100300,Phone Verified,Organic,Android,Pune,3.7.9,1,0,0,0,4
2026-02-07,2026-02-05,U100300,PAN Verified,Organic,Android,Pune,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100300,FD Payment Success,Organic,Android,Pune,3.7.9,1,0,0,1,4
2026-02-05,2026-02-05,U100301,Signup,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100301,Phone Verified,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100301,PAN Verified,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100301,FD Payment Success,PaisaBazaar,Web,Bangalore,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100301,VKYC Success,PaisaBazaar,Web,Bangalore,3.8.0,1,0,1,0,4
2026-02-05,2026-02-05,U100302,Signup,Meta,Web,Mumbai,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100302,Phone Verified,Meta,Web,Mumbai,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100302,PAN Verified,Meta,Web,Mumbai,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100302,FD Payment Success,Meta,Web,Mumbai,3.8.1,1,0,0,1,4
2026-02-08,2026-02-05,U100302,VKYC Success,Meta,Web,Mumbai,3.8.1,1,0,1,0,4
2026-02-05,2026-02-05,U100303,Signup,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100303,Phone Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100303,PAN Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100303,FD Payment Success,Meta,Android,Bangalore,3.8.0,1,0,0,1,4
2026-02-05,2026-02-05,U100304,Signup,CRED,Android,Delhi,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100304,Phone Verified,CRED,Android,Delhi,3.7.9,1,0,0,0,4
2026-02-07,2026-02-05,U100304,PAN Verified,CRED,Android,Delhi,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100304,FD Payment Success,CRED,Android,Delhi,3.7.9,1,0,0,1,4
2026-02-08,2026-02-05,U100304,VKYC Success,CRED,Android,Delhi,3.7.9,1,0,1,0,4
2026-02-05,2026-02-05,U100305,Signup,CRED,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100305,Phone Verified,CRED,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100305,PAN Verified,CRED,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100305,FD Payment Success,CRED,Android,Bangalore,3.8.1,1,0,0,1,4
2026-02-05,2026-02-05,U100306,Signup,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100306,Phone Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100306,PAN Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100306,FD Payment Success,Meta,Android,Bangalore,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100306,VKYC Success,Meta,Android,Bangalore,3.8.0,1,0,1,0,4
2026-02-05,2026-02-05,U100307,Signup,Google,iOS,Bangalore,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100308,Signup,CRED,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100308,Phone Verified,CRED,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100309,Signup,PaisaBazaar,Android,Pune,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100309,Phone Verified,PaisaBazaar,Android,Pune,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100309,PAN Verified,PaisaBazaar,Android,Pune,3.8.1,1,0,0,0,4
2026-02-05,2026-02-05,U100310,Signup,Meta,iOS,Pune,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100310,Phone Verified,Meta,iOS,Pune,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100310,PAN Verified,Meta,iOS,Pune,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100310,FD Payment Success,Meta,iOS,Pune,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100310,VKYC Success,Meta,iOS,Pune,3.8.0,1,0,1,0,4
2026-02-08,2026-02-05,U100310,Card Issued,Meta,iOS,Pune,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100311,Signup,Google,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100311,Phone Verified,Google,Android,Bangalore,3.8.1,1,0,0,0,4
2026-02-05,2026-02-05,U100312,Signup,PaisaBazaar,iOS,Pune,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100312,Phone Verified,PaisaBazaar,iOS,Pune,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100312,PAN Verified,PaisaBazaar,iOS,Pune,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100312,FD Payment Success,PaisaBazaar,iOS,Pune,3.8.1,1,0,0,1,4
2026-02-05,2026-02-05,U100313,Signup,PaisaBazaar,iOS,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100313,Phone Verified,PaisaBazaar,iOS,Bangalore,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100314,Signup,Organic,Web,Pune,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100314,Phone Verified,Organic,Web,Pune,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100314,PAN Verified,Organic,Web,Pune,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100314,FD Payment Success,Organic,Web,Pune,3.8.1,1,0,0,1,4
2026-02-05,2026-02-05,U100315,Signup,Meta,Web,Pune,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100315,Phone Verified,Meta,Web,Pune,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100315,PAN Verified,Meta,Web,Pune,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100316,Signup,Meta,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100316,Phone Verified,Meta,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100316,PAN Verified,Meta,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100316,FD Payment Success,Meta,Android,Delhi,3.8.0,1,0,0,1,4
2026-02-08,2026-02-05,U100316,VKYC Success,Meta,Android,Delhi,3.8.0,1,0,1,0,4
2026-02-08,2026-02-05,U100316,Card Issued,Meta,Android,Delhi,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100316,Card Activated,Meta,Android,Delhi,3.8.0,1,1,0,0,4
2026-02-05,2026-02-05,U100317,Signup,Meta,Android,Mumbai,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100318,Signup,Google,iOS,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100318,Phone Verified,Google,iOS,Bangalore,3.7.9,1,0,0,0,4
2026-02-05,2026-02-05,U100319,Signup,Meta,iOS,Bangalore,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100320,Signup,Meta,iOS,Delhi,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100320,Phone Verified,Meta,iOS,Delhi,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100320,PAN Verified,Meta,iOS,Delhi,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100320,FD Payment Success,Meta,iOS,Delhi,3.8.1,1,0,0,1,4
2026-02-08,2026-02-05,U100320,VKYC Success,Meta,iOS,Delhi,3.8.1,1,0,1,0,4
2026-02-08,2026-02-05,U100320,Card Issued,Meta,iOS,Delhi,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100320,Card Activated,Meta,iOS,Delhi,3.8.1,1,1,0,0,4
2026-02-05,2026-02-05,U100321,Signup,Meta,Web,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100321,Phone Verified,Meta,Web,Bangalore,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100321,PAN Verified,Meta,Web,Bangalore,3.8.1,1,0,0,0,4
2026-02-05,2026-02-05,U100322,Signup,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100322,Phone Verified,Meta,Android,Bangalore,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100323,Signup,CRED,Android,Pune,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100323,Phone Verified,CRED,Android,Pune,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100324,Signup,Meta,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-06,2026-02-05,U100324,Phone Verified,Meta,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100324,PAN Verified,Meta,Android,Bangalore,3.7.9,1,0,0,0,4
2026-02-08,2026-02-05,U100324,FD Payment Success,Meta,Android,Bangalore,3.7.9,1,0,0,1,4
2026-02-08,2026-02-05,U100324,VKYC Success,Meta,Android,Bangalore,3.7.9,1,0,1,0,4
2026-02-05,2026-02-05,U100325,Signup,CRED,iOS,Mumbai,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100325,Phone Verified,CRED,iOS,Mumbai,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100325,PAN Verified,CRED,iOS,Mumbai,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100326,Signup,Organic,iOS,Hyderabad,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100326,Phone Verified,Organic,iOS,Hyderabad,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100326,PAN Verified,Organic,iOS,Hyderabad,3.8.0,1,0,0,0,4
2026-02-08,2026-02-05,U100326,FD Payment Success,Organic,iOS,Hyderabad,3.8.0,1,0,0,1,4
2026-02-05,2026-02-05,U100327,Signup,CRED,Android,Pune,3.8.0,1,0,0,0,4
2026-02-06,2026-02-05,U100327,Phone Verified,CRED,Android,Pune,3.8.0,1,0,0,0,4
2026-02-07,2026-02-05,U100327,PAN Verified,CRED,Android,Pune,3.8.0,1,0,0,0,4
2026-02-05,2026-02-05,U100328,Signup,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-06,2026-02-05,U100328,Phone Verified,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-07,2026-02-05,U100328,PAN Verified,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,0,0,4
2026-02-08,2026-02-05,U100328,FD Payment Success,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,0,1,4
2026-02-08,2026-02-05,U100328,VKYC Success,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,1,0,4
2026-02-08,2026-02-05,U100328,Card Issued,PaisaBazaar,iOS,Bangalore,3.8.1,1,0,0,0,4
